Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Toyota,18999.0,crossover,153,2.7,Gas,yes,2006
BMW,8300.0,sedan,200,4.4,Petrol,yes,2001
Toyota,25000.0,crossover,80,4.0,Gas,yes,2008
Mitsubishi,12499.0,crossover,142,2.4,Gas,yes,2008
BMW,2899.0,sedan,340,2.4,Diesel,yes,1988
BMW,19900.0,other,95,4.5,Petrol,yes,2005
Audi,51000.0,crossover,44,3.0,Diesel,yes,2014
Audi,81999.0,crossover,0,2.98,Diesel,yes,2016
BMW,9500.0,sedan,400,3.5,Gas,yes,1999
Mitsubishi,10200.0,crossover,99,2.0,Gas,yes,2008
Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004
Volkswagen,18500.0,sedan,74,1.8,Petrol,yes,2011
Volkswagen,11200.0,van,200,2.5,Diesel,yes,2003
BMW,3099.0,sedan,320,2.0,Diesel,no,2000
Audi,27300.0,other,65,2.0,Petrol,yes,2011
Mitsubishi,9700.0,sedan,120,2.4,Gas,yes,2006
Mitsubishi,18900.0,crossover,127,3.0,Gas,yes,2008
Audi,33500.0,crossover,67,2.0,Petrol,yes,2011
Volkswagen,5500.0,van,400,1.9,Diesel,yes,1995
Volkswagen,5300.0,sedan,270,1.8,Gas,yes,1997
Toyota,25500.0,crossover,200,4.0,Petrol,yes,2007
Toyota,23660.0,crossover,125,3.5,Gas,yes,2013
Mitsubishi,5900.0,sedan,170,1.6,Petrol,yes,2007
Volkswagen,15900.0,sedan,150,2.0,Diesel,yes,2012
Mercedes-Benz,105999.0,crossover,0,2.98,Diesel,yes,2016
Mercedes-Benz,18500.0,van,170,2.2,Diesel,yes,2010
BMW,86999.0,crossover,0,3.0,Diesel,yes,2016
BMW,27800.0,sedan,170,2.0,Diesel,yes,2011
Volkswagen,9000.0,van,275,2.5,Diesel,yes,2002
Toyota,12200.0,sedan,185,3.5,Petrol,yes,2008
Toyota,5800.0,sedan,200,2.2,Petrol,yes,1999
Volkswagen,14499.0,van,164,2.0,Diesel,yes,2013
Audi,37000.0,other,170,3.0,Diesel,yes,2010
Volkswagen,4500.0,hatch,199,1.8,Petrol,yes,1996
Audi,6557.85,sedan,327,4.2,Gas,yes,2000
Renault,6800.0,sedan,219,1.6,Gas,yes,2007
BMW,37900.0,crossover,97,3.0,Diesel,yes,2010
Audi,14200.0,sedan,176,3.0,Diesel,yes,2005
Mitsubishi,9350.0,sedan,94,1.5,Gas,yes,2010
Toyota,3100.0,hatch,283,1.3,Petrol,yes,1994
Mitsubishi,8400.0,crossover,100,3.2,Diesel,yes,2011
Audi,30650.0,vagon,35,2.0,Petrol,yes,2013
Audi,8800.0,sedan,298,2.4,Gas,yes,1999
Mitsubishi,7699.0,crossover,254,3.0,Petrol,yes,2002
Renault,6400.0,van,136,1.5,Diesel,yes,2012
Volkswagen,16200.0,hatch,44,1.4,Petrol,yes,2012
Volkswagen,4100.0,sedan,88,1.8,Gas,yes,1993
Mercedes-Benz,6800.0,sedan,235,2.2,Diesel,yes,1999
Volkswagen,10600.0,sedan,75,1.6,Petrol,yes,2012
Toyota,13000.0,crossover,149,2.0,Petrol,yes,2006
Toyota,6500.0,sedan,248,2.0,Petrol,yes,2001
Audi,25500.0,vagon,181,3.0,Petrol,yes,2009
Volkswagen,28000.0,crossover,132,2.0,Diesel,yes,2011
Audi,3500.0,sedan,200,2.5,Diesel,no,2001
Volkswagen,14899.0,van,165,2.0,Diesel,yes,2013
BMW,3500.0,sedan,300,3.0,Diesel,no,1999
BMW,3500.0,sedan,272,2.0,Diesel,yes,2000
Volkswagen,71138.0,crossover,0,3.0,Diesel,yes,2016
Renault,9658.94,sedan,1,1.2,Petrol,yes,2016
Volkswagen,13000.0,van,178,2.5,Diesel,yes,2007
Toyota,8000.0,hatch,115,1.6,Petrol,yes,2007
BMW,56500.0,crossover,1,2.0,Diesel,yes,2016
Renault,9700.0,vagon,114,1.5,Diesel,yes,2012
Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004
Renault,9000.0,vagon,190,1.5,Diesel,yes,2009
Volkswagen,17900.0,sedan,96,2.5,Petrol,yes,2013
Volkswagen,10700.0,sedan,147,2.0,Petrol,yes,2007
Mercedes-Benz,11600.0,sedan,186,3.2,Petrol,yes,2003
Volkswagen,15000.0,van,275,2.5,Diesel,yes,2008
Volkswagen,8350.0,hatch,200,1.4,Petrol,yes,2005
Mercedes-Benz,7700.0,sedan,199,5.0,Petrol,yes,1996
BMW,47000.0,other,5,2.0,Petrol,yes,2014
Audi,72000.0,sedan,55,6.3,Petrol,yes,2012
Mitsubishi,17499.0,crossover,149,3.0,Gas,yes,2008
Renault,11300.0,vagon,141,1.5,Diesel,yes,2013
Toyota,8500.0,sedan,168,1.6,Petrol,yes,2008
Mercedes-Benz,14490.0,vagon,212,2.2,Diesel,yes,2008
Volkswagen,11999.0,van,176,2.0,Diesel,yes,2011
Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997
BMW,35500.0,crossover,33,2.0,Diesel,yes,2014
Toyota,2800.0,other,421,1.3,Gas,yes,1988
BMW,37976.25,sedan,0,2.0,Petrol,yes,2016
Renault,10500.0,van,183,2.5,Diesel,yes,2006
Toyota,74999.0,crossover,1,4.5,Diesel,yes,2016
Renault,7300.0,van,125,1.5,Diesel,yes,2012
Mitsubishi,12200.0,crossover,140,2.4,Petrol,yes,2007
Mercedes-Benz,13600.0,van,199,2.2,Diesel,yes,2009
Audi,5000.0,sedan,280,2.3,Gas,yes,1992
Renault,12800.0,other,188,2.0,Diesel,yes,2008
Volkswagen,12499.0,other,184,2.0,Diesel,yes,2012
Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996
Renault,7300.0,van,200,1.5,Diesel,yes,2007
Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007
Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004
Audi,15900.0,hatch,160,1.4,Petrol,yes,2011
Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010
Toyota,16030.0,sedan,90,2.5,Gas,yes,2012
BMW,28000.0,sedan,170,2.0,Diesel,yes,2011
Audi,10700.0,vagon,222,2.5,Diesel,yes,2005
Mercedes-Benz,7000.0,sedan,230,2.0,Gas,yes,2000
Volkswagen,8800.0,van,260,2.5,Diesel,yes,2008
Volkswagen,35000.0,crossover,20,2.0,Diesel,yes,2014
Audi,8000.0,vagon,200,2.7,Diesel,yes,2006
Mercedes-Benz,15400.0,sedan,260,2.2,Diesel,yes,2008
Volkswagen,7650.0,sedan,325,1.8,Gas,yes,2003
Mitsubishi,10600.0,crossover,52,2.0,Petrol,yes,2008
Renault,8200.0,vagon,192,1.5,Diesel,yes,2010
BMW,45000.0,sedan,29,2.0,Diesel,yes,2016
Volkswagen,5699.0,van,258,2.5,Diesel,yes,2001
Mercedes-Benz,13200.0,van,217,3.7,Gas,yes,2005
Volkswagen,11500.0,van,70,2.0,Diesel,yes,2013
Volkswagen,12700.0,van,213,2.0,Diesel,yes,2012
Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012
Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010
Audi,15500.0,sedan,210,2.0,Diesel,yes,2008
Mercedes-Benz,33000.0,crossover,109,2.2,Diesel,yes,2012
BMW,6500.0,sedan,280,2.0,Petrol,yes,1997
Volkswagen,2350.0,sedan,11,1.9,Other,no,2000
Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007
BMW,34500.0,other,160,3.0,Diesel,yes,2010
Renault,12300.0,sedan,99,2.5,Petrol,yes,2011
Mercedes-Benz,20500.0,sedan,193,3.5,Other,yes,2006
BMW,75555.0,sedan,30,4.4,Petrol,yes,2014
Toyota,12800.0,sedan,145,2.4,Petrol,yes,2008
Mercedes-Benz,12800.0,other,360,2.2,Diesel,yes,2008
Audi,6900.0,sedan,327,3.7,Petrol,yes,1997
Volkswagen,17200.0,crossover,220,2.5,Diesel,yes,2006
Renault,6800.0,sedan,87,1.4,Petrol,yes,2013
Audi,14300.0,other,80,4.2,Petrol,yes,2004
Volkswagen,11600.0,sedan,169,1.4,Gas,no,2013
Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002
BMW,77777.0,sedan,8,4.4,Petrol,yes,2014
Mercedes-Benz,28500.0,other,65,1.8,Petrol,yes,2011
Audi,42700.0,crossover,75,3.0,Diesel,yes,2013
Volkswagen,6950.0,other,217,1.9,Diesel,yes,2006
Volkswagen,7300.0,hatch,117,1.4,Petrol,yes,2007
Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016
Volkswagen,12900.0,vagon,145,1.6,Diesel,yes,2011
Volkswagen,5900.0,sedan,217,2.3,Petrol,yes,1999
Mercedes-Benz,2600.0,hatch,111,1.4,Petrol,no,1999
Audi,2799.0,vagon,390,1.9,Diesel,no,1998
Mitsubishi,21000.0,crossover,98,2.5,Diesel,yes,2011
Audi,4999.0,sedan,231,1.9,Diesel,no,2002
Volkswagen,6900.0,sedan,160,1.6,Petrol,yes,2003
Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991
Mitsubishi,15700.0,other,68,1.8,Petrol,yes,2011
Volkswagen,74500.0,crossover,0,3.0,Diesel,yes,2015
Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008
Mercedes-Benz,32000.0,crossover,96,3.5,Petrol,yes,2010
Mercedes-Benz,35300.0,sedan,3,1.6,Petrol,yes,2014
Volkswagen,6900.0,sedan,320,1.8,Gas,yes,2002
BMW,7000.0,sedan,286,2.8,Petrol,yes,2001
Volkswagen,35800.0,crossover,92,3.0,Diesel,yes,2011
Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010
BMW,23999.0,crossover,194,3.0,Petrol,yes,2007
Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000
Toyota,18200.0,crossover,146,2.7,Gas,yes,2006
Audi,2450.0,vagon,325,2.5,Diesel,no,2000
Audi,15800.0,hatch,123,1.4,Petrol,yes,2010
Volkswagen,9400.0,vagon,176,1.9,Diesel,yes,2005
Mitsubishi,5800.0,vagon,230,1.6,Petrol,yes,2005
Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012
Volkswagen,39615.0,sedan,0,2.0,Diesel,yes,2016
Toyota,23300.0,crossover,40,2.0,Petrol,yes,2014
Audi,2100.0,sedan,217,1.9,Diesel,no,1996
Mercedes-Benz,2700.0,sedan,337,2.3,Gas,yes,1988
Volkswagen,6700.0,van,16,2.0,Diesel,yes,2005
BMW,43163.25,crossover,0,2.0,Diesel,yes,2016
Toyota,28350.0,crossover,92,2.2,Diesel,yes,2013
Toyota,29500.0,crossover,90,2.7,Gas,yes,2010
Volkswagen,8200.0,sedan,258,1.9,Diesel,yes,2004
Mercedes-Benz,10999.0,other,269,2.2,Diesel,yes,2006
Renault,8299.0,sedan,19,1.2,Petrol,yes,2013
Toyota,20500.0,sedan,105,2.5,Petrol,yes,2013
Volkswagen,14500.0,van,168,2.0,Diesel,yes,2012
Toyota,17300.0,other,135,3.5,Gas,yes,2009
Mercedes-Benz,18700.0,sedan,105,5.5,Petrol,yes,2006
Toyota,13200.0,sedan,38,1.33,Petrol,yes,2014
Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991
Audi,55000.0,hatch,24,2.8,Other,yes,2014
Toyota,20000.0,van,135,2.4,Gas,yes,2006
Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993
Mitsubishi,16900.0,other,120,3.0,Petrol,yes,2008
Mitsubishi,11450.0,sedan,60,1.6,Gas,yes,2012
Mercedes-Benz,24500.0,crossover,236,5.0,Petrol,yes,2000
Renault,12350.0,sedan,64,2.0,Gas,yes,2011
Mercedes-Benz,6900.0,sedan,239,2.3,Petrol,yes,1996
Toyota,30500.0,crossover,40,2.7,Petrol,yes,2011
Mitsubishi,8800.0,sedan,105,2.0,Gas,yes,2008
Audi,9700.0,sedan,249,2.5,Diesel,yes,2004
BMW,63500.0,crossover,33,3.0,Petrol,yes,2015
Mitsubishi,8900.0,sedan,96,2.0,Petrol,yes,2008
Audi,1950.0,vagon,210,1.8,Gas,no,1996
Audi,4400.0,sedan,190,2.5,Diesel,no,2003
Toyota,12450.0,sedan,162,3.5,Gas,yes,2007
Audi,3200.0,sedan,295,2.5,Diesel,no,2000
Audi,12600.0,sedan,294,3.0,Gas,yes,2004
Mercedes-Benz,4400.0,sedan,225,2.0,Gas,yes,1995
Mercedes-Benz,3900.0,sedan,111,2.5,Diesel,yes,1989
Volkswagen,8499.0,sedan,101,1.6,Petrol,yes,2012
Mercedes-Benz,8000.0,other,230,2.2,Diesel,yes,2001
Volkswagen,3500.0,hatch,250,1.9,Diesel,no,2000
Audi,11900.0,sedan,195,2.4,Gas,yes,2005
Toyota,24800.0,sedan,43,2.5,Gas,yes,2015
Audi,3800.0,vagon,190,2.5,Diesel,no,2002
Volkswagen,7500.0,van,230,1.9,Diesel,yes,2006
BMW,8999.0,sedan,270,2.8,Petrol,yes,1998
Volkswagen,5000.0,van,326,2.4,Diesel,yes,1995
Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007
Renault,4200.0,van,142,1.9,Diesel,yes,2007
Mitsubishi,18000.0,crossover,160,3.2,Diesel,yes,2007
Volkswagen,8500.0,van,220,2.5,Diesel,yes,2003
Renault,3750.0,hatch,232,1.8,Petrol,yes,1997
Volkswagen,9000.0,other,212,2.0,Gas,yes,2007
Mitsubishi,6300.0,crossover,235,3.2,Diesel,no,2001
BMW,8400.0,sedan,297,2.2,Petrol,yes,2000
Volkswagen,17000.0,van,157,2.0,Diesel,yes,2010
Volkswagen,3000.0,sedan,240,1.8,Petrol,yes,1991
Mercedes-Benz,21300.0,crossover,114,4.7,Petrol,yes,2007
BMW,16500.0,crossover,230,3.0,Gas,yes,2004
Mercedes-Benz,7300.0,other,250,2.2,Diesel,yes,2005
Mercedes-Benz,2300.0,sedan,300,3.0,Diesel,yes,1999
BMW,8200.0,sedan,250,4.4,Petrol,yes,1997
Audi,35000.0,sedan,61,2.8,Petrol,yes,2012
Volkswagen,7800.0,vagon,193,1.9,Diesel,yes,2002
Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008
Audi,39999.0,crossover,45,2.0,Diesel,yes,2014
Renault,11900.0,other,173,2.0,Diesel,yes,2012
Mercedes-Benz,3600.0,sedan,276,2.7,Diesel,no,2001
Volkswagen,3399.0,sedan,201,1.8,Petrol,yes,1991
BMW,2650.0,vagon,335,2.0,Petrol,no,2000
Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007
BMW,2550.0,vagon,312,2.5,Diesel,no,1999
Mercedes-Benz,2550.0,vagon,367,3.2,Diesel,no,2000
Audi,31700.0,sedan,32,1.8,Petrol,yes,2014
Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015
BMW,20500.0,crossover,285,4.8,Petrol,yes,2006
Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002
BMW,2500.0,vagon,250,2.5,Diesel,no,2000
Mercedes-Benz,13200.0,van,182,2.2,Diesel,yes,2011
Mercedes-Benz,31000.0,crossover,220,3.2,Diesel,yes,2008
Audi,30900.0,vagon,118,2.0,Petrol,yes,2013
Mitsubishi,4750.0,sedan,167,1.6,Petrol,yes,2003
Toyota,8950.0,hatch,118,1.6,Petrol,yes,2008
Renault,8300.0,van,177,1.5,Diesel,yes,2007
Audi,6900.0,sedan,360,2.5,Diesel,yes,1997
BMW,69999.0,crossover,71,4.4,Petrol,yes,2011
Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003
Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010
Mitsubishi,9600.0,other,114,2.0,Petrol,yes,1999
Mercedes-Benz,21200.0,vagon,206,2.1,Diesel,yes,2011
Toyota,102999.0,crossover,0,4.5,Diesel,yes,2016
Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007
Renault,9999.0,van,185,1.5,Diesel,yes,2008
Renault,8500.0,sedan,57,1.2,Gas,yes,2013
Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997
Mitsubishi,8700.0,sedan,80,1.5,Petrol,yes,2008
Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011
Volkswagen,12700.0,hatch,156,1.6,Diesel,yes,2011
Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007
Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007
Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007
Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001
Audi,29800.0,crossover,151,3.0,Diesel,yes,2007
Renault,3900.0,van,202,1.9,Diesel,yes,2001
Volkswagen,7000.0,van,345,1.9,Diesel,yes,2006
Audi,17700.0,other,70,2.0,Petrol,yes,2009
Toyota,9999.0,sedan,225,3.0,Gas,yes,2004
Audi,25300.0,hatch,180,2.0,Diesel,yes,2011
Audi,22500.0,vagon,175,2.0,Gas,yes,2010
Volkswagen,18600.0,sedan,2,1.6,Petrol,yes,2015
Mitsubishi,6999.0,sedan,160,2.0,Petrol,yes,2007
Toyota,16200.0,crossover,281,4.2,Diesel,yes,1999
Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999
Mercedes-Benz,27300.0,sedan,144,2.14,Diesel,yes,2011
BMW,12000.0,crossover,218,3.0,Diesel,no,2006
Volkswagen,1800.0,other,280,1.9,Diesel,no,1997
Audi,20500.0,sedan,106,1.8,Petrol,yes,2011
Volkswagen,10493.0,other,1,1.4,Petrol,yes,2014
BMW,16800.0,sedan,154,3.0,Petrol,yes,2006
BMW,8200.0,sedan,238,3.0,Diesel,no,2004
Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011
Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012
Toyota,13250.0,sedan,96,2.4,Gas,yes,2008
Toyota,6400.0,sedan,250,3.0,Gas,yes,1998
Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008
Volkswagen,69990.0,van,1,5.0,Diesel,yes,2015
Audi,2600.0,vagon,110,2.5,Diesel,no,2002
Renault,10500.0,vagon,185,1.5,Diesel,yes,2011
Volkswagen,27200.0,crossover,1,2.0,Diesel,yes,2015
Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989
Toyota,13900.0,sedan,139,2.4,Other,yes,2008
BMW,12800.0,sedan,194,4.4,Gas,yes,2002
Toyota,21200.0,crossover,135,4.0,Gas,yes,2007
Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000
Toyota,8800.0,sedan,165,1.8,Petrol,yes,2007
Toyota,12900.0,sedan,129,1.8,Petrol,yes,2009
BMW,9500.0,sedan,339,3.0,Diesel,yes,2001
BMW,10700.0,sedan,243,3.0,Diesel,yes,2002
Volkswagen,10800.0,van,156,1.6,Diesel,yes,2012
Mitsubishi,2400.0,hatch,350,2.0,Gas,yes,1989
Renault,13300.0,other,132,1.5,Diesel,yes,2012
BMW,34500.0,crossover,85,3.0,Petrol,yes,2010
BMW,57000.0,other,20,3.5,Petrol,yes,2013
Renault,7200.0,van,146,1.5,Diesel,yes,2012
Toyota,23400.0,sedan,69,2.5,Gas,yes,2014
Toyota,48000.0,crossover,59,3.0,Diesel,yes,2014
Volkswagen,4200.0,sedan,1,1.4,Petrol,yes,2012
Mercedes-Benz,6200.0,other,340,2.4,Gas,yes,1998
BMW,2900.0,sedan,225,2.5,Petrol,no,1997
Mercedes-Benz,12700.0,other,199,2.2,Diesel,yes,2011
Audi,16999.0,vagon,140,4.2,Petrol,yes,2007
Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016
Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011
Renault,6650.0,vagon,227,1.5,Diesel,yes,2005
Mercedes-Benz,9200.0,other,280,2.4,Petrol,yes,2003
BMW,15300.0,sedan,250,2.5,Petrol,yes,2006
Volkswagen,1450.0,van,100,1.6,Diesel,yes,1988
Volkswagen,5900.0,van,278,1.9,Diesel,yes,2005
Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993
BMW,12900.0,vagon,260,3.0,Diesel,yes,2004
Toyota,33333.0,vagon,73,4.0,Gas,yes,2009
Volkswagen,7200.0,hatch,127,1.39,Petrol,yes,2007
BMW,77777.0,crossover,1,3.0,Diesel,yes,2014
Mercedes-Benz,2300.0,hatch,175,1.4,Petrol,no,2000
Volkswagen,13000.0,crossover,235,3.2,Gas,yes,2005
Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993
Renault,7999.0,van,92,1.5,Diesel,yes,2013
Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005
BMW,81000.0,sedan,23,4.4,Petrol,yes,2014
BMW,3800.0,sedan,304,1.9,Gas,no,2000
Audi,4400.0,sedan,340,2.8,Gas,yes,1992
Audi,3150.0,vagon,320,2.5,Diesel,no,2002
Volkswagen,10900.0,other,287,2.5,Other,yes,2004
Audi,3050.0,vagon,250,2.5,Other,no,2001
Volkswagen,30385.0,vagon,0,2.0,Diesel,yes,2014
BMW,20999.0,crossover,170,4.8,Petrol,yes,2008
Volkswagen,1500.0,sedan,255,1.9,Diesel,no,1998
Toyota,8500.0,vagon,200,2.0,Petrol,yes,1999
Toyota,9200.0,sedan,115,1.6,Gas,yes,2008
Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011
Renault,8100.0,van,206,1.9,Diesel,yes,2005
Volkswagen,13500.0,sedan,104,1.8,Petrol,yes,2010
Renault,4900.0,van,218,1.5,Diesel,yes,2006
Volkswagen,6600.0,hatch,136,1.4,Gas,yes,2001
Mitsubishi,1450.0,crossover,245,2.8,Diesel,no,1996
Volkswagen,3600.0,sedan,320,1.8,Gas,yes,1989
Toyota,24000.0,sedan,51,2.5,Gas,yes,2014
Toyota,12700.0,sedan,130,2.4,Petrol,yes,2008
Mercedes-Benz,14500.0,other,315,5.0,Gas,yes,2004
BMW,2299.0,sedan,200,1.8,Petrol,no,1999
BMW,8900.0,sedan,234,3.5,Gas,yes,1999
Audi,30500.0,vagon,152,3.0,Diesel,yes,2012
Mercedes-Benz,4000.0,sedan,370,3.2,Diesel,no,2002
Toyota,12900.0,sedan,137,2.4,Petrol,yes,2008
Volkswagen,3300.0,sedan,200,1.8,Petrol,yes,1989
Toyota,9800.0,sedan,178,1.8,Petrol,yes,2007
Renault,15200.0,other,173,2.3,Diesel,yes,2013
Volkswagen,4950.0,vagon,290,1.8,Petrol,yes,1996
Volkswagen,55500.0,crossover,36,3.0,Diesel,yes,2015
Volkswagen,17900.0,van,188,2.5,Diesel,yes,2008
Mercedes-Benz,5900.0,crossover,271,2.7,Diesel,no,2003
Toyota,20500.0,crossover,225,4.7,Gas,yes,2003
BMW,5000.0,other,300,1.8,Petrol,yes,1994
Volkswagen,11500.0,van,100,2.0,Diesel,yes,2010
Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000
Mitsubishi,4800.0,sedan,247,2.0,Gas,yes,1998
Renault,1550.0,vagon,235,2.0,Petrol,no,1998
Mitsubishi,16000.0,crossover,147,2.5,Diesel,yes,2008
Volkswagen,6400.0,van,312,2.5,Diesel,yes,2000
BMW,5800.0,other,400,2.0,Petrol,yes,1998
Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001
Renault,4500.0,sedan,305,1.5,Diesel,yes,2004
Renault,14200.0,crossover,83,2.0,Diesel,yes,2012
BMW,71500.0,crossover,19,2.5,Diesel,yes,2015
Audi,6200.0,sedan,200,1.8,Petrol,yes,2003
Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010
Toyota,12700.0,sedan,136,3.5,Petrol,yes,2007
Audi,7000.0,other,126,2.6,Petrol,yes,1998
BMW,4500.0,sedan,230,4.0,Gas,yes,1994
BMW,4800.0,vagon,400,2.5,Diesel,yes,1994
Renault,11500.0,van,170,1.5,Diesel,yes,2012
BMW,42000.0,crossover,33,2.0,Petrol,yes,2014
Mercedes-Benz,22600.0,crossover,165,3.0,Diesel,yes,2007
Volkswagen,9900.0,sedan,80,1.6,Petrol,yes,2011
Mercedes-Benz,13500.0,van,259,3.0,Diesel,yes,2007
Volkswagen,10600.0,other,140,2.0,Other,yes,2007
Mercedes-Benz,12500.0,van,242,2.2,Diesel,yes,2008
Renault,7499.0,van,123,1.5,Diesel,yes,2009
Volkswagen,9999.0,hatch,118,1.2,Diesel,yes,2011
Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013
Volkswagen,7600.0,hatch,225,1.4,Petrol,yes,2004
Volkswagen,9200.0,hatch,127,1.6,Petrol,yes,2007
Audi,3700.0,vagon,290,1.9,Diesel,no,2002
BMW,26000.0,crossover,270,4.8,Petrol,yes,2008
BMW,12950.0,sedan,268,4.0,Diesel,yes,2004
Mitsubishi,15200.0,crossover,193,3.0,Gas,yes,2008
Audi,62000.0,vagon,24,3.0,Diesel,yes,2015
Toyota,68500.0,van,1,3.5,Petrol,yes,2016
Volkswagen,2500.0,hatch,111,1.6,Gas,yes,1999
Volkswagen,2600.0,other,296,1.9,Diesel,no,2000
Mercedes-Benz,12250.0,van,300,2.2,Diesel,yes,2007
Toyota,39900.0,crossover,94,4.0,Gas,yes,2010
Volkswagen,1500.0,other,160,1.4,Petrol,no,1999
Mercedes-Benz,3700.0,sedan,270,3.5,Petrol,no,2004
BMW,8999.0,other,160,1.8,Petrol,yes,1997
Mitsubishi,9900.0,other,200,2.5,Diesel,yes,2007
Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005
Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016
Mercedes-Benz,36000.0,crossover,162,3.0,Diesel,yes,2009
Mitsubishi,15800.0,other,146,2.5,Diesel,yes,2013
Volkswagen,19300.0,sedan,136,2.0,Diesel,yes,2011
Renault,6450.0,van,148,1.5,Diesel,yes,2012
Renault,4200.0,van,220,1.5,Diesel,yes,2004
BMW,32000.0,crossover,52,3.0,Petrol,yes,2012
Toyota,12500.0,sedan,110,2.4,Gas,yes,2007
BMW,47900.0,crossover,178,4.0,Diesel,yes,2012
Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008
Toyota,7500.0,hatch,74,1.3,Petrol,yes,2008
Mercedes-Benz,125000.0,sedan,17,3.0,Diesel,yes,2015
BMW,30500.0,hatch,110,4.4,Petrol,yes,2008
Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016
Mercedes-Benz,45555.0,sedan,42,3.0,Diesel,yes,2011
BMW,15200.0,sedan,227,2.5,Petrol,yes,2008
Volkswagen,7800.0,van,226,1.9,Diesel,yes,2005
Volkswagen,22000.0,hatch,40,1.4,Petrol,yes,2013
Mitsubishi,9300.0,crossover,156,2.4,Gas,yes,2006
Mercedes-Benz,31900.0,sedan,97,2.2,Diesel,yes,2011
Mercedes-Benz,9350.0,van,160,2.2,Diesel,yes,2008
BMW,32500.0,sedan,134,2.0,Diesel,yes,2010
Renault,10200.0,vagon,151,1.5,Diesel,yes,2011
Toyota,8200.0,crossover,200,2.0,Gas,yes,2002
Mercedes-Benz,7400.0,sedan,190,2.0,Petrol,yes,2002
Mitsubishi,14200.0,crossover,155,3.0,Gas,yes,2007
Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016
Mercedes-Benz,24300.0,sedan,150,3.5,Gas,yes,2008
Volkswagen,9300.0,van,176,1.9,Diesel,yes,2005
Volkswagen,21000.0,crossover,130,2.5,Diesel,yes,2008
Audi,36000.0,crossover,145,3.0,Petrol,yes,2010
Mitsubishi,22900.0,crossover,69,2.4,Petrol,yes,2014
Mercedes-Benz,9900.0,sedan,275,2.2,Other,yes,2005
Volkswagen,3950.0,hatch,288,1.8,Gas,yes,1996
Toyota,28700.0,crossover,100,3.5,Petrol,yes,2012
